modelo_aeronave,idade_aeronave_anos,horas_voo_total,tipo_motor,companhia_aerea,ultima_manutencao_meses,ciclos_pouso_decolagem,temperatura_media_operacao,falha_critica,tipo_falha
Boeing 787,3,29584,Turbojato,LATAM,5,620,9.724298639663083,0.0,Nenhuma
Airbus A350,17,40887,Turboprop,LATAM,18,1777,44.74685338774425,1.0,Motor
Boeing 787,4,9780,Turbofan,Delta,10,641,-1.2513474846631922,0.0,Nenhuma
Boeing 777,4,3142,Turbofan,Delta,10,4566,23.650334406338935,0.0,Nenhuma
Boeing 777,14,42637,Turboprop,American,7,2310,16.713129798062134,0.0,Nenhuma
Boeing 787,9,14796,Turboprop,Delta,18,2997,44.27169378243748,0.0,Nenhuma
Airbus A350,9,15938,Turbojato,Emirates,1,397,20.623615431553937,0.0,Nenhuma
Boeing 787,25,48942,Turboprop,GOL,7,215,-26.0573878259519,0.0,Nenhuma
Bombardier CRJ,26,38025,Turboprop,LATAM,21,4493,41.21900504546548,1.0,Sistema Hidráulico
Airbus A320,23,3494,Turboprop,LATAM,1,2946,16.761064247889713,1.0,Estrutural
Bombardier CRJ,18,48494,Turbojato,Emirates,15,4543,-34.95625038145686,0.0,Nenhuma
Airbus A330,10,34539,Turbojato,United,4,632,15.89330599169206,0.0,Nenhuma
Airbus A350,21,2313,Turbofan,Emirates,20,3556,35.065149567355874,1.0,Estrutural
Airbus A350,4,27991,Turbojato,Emirates,10,4453,9.048558269152132,0.0,Nenhuma
Embraer E190,12,19345,Turbofan,Delta,23,3088,-9.908330767279047,1.0,Comunicações
Boeing 737,27,41743,Turboprop,Azul,9,2895,29.777318896002356,1.0,Sistema Hidráulico
Airbus A330,8,37664,Turbofan,Azul,2,2816,26.513520697495508,0.0,Nenhuma
Boeing 777,2,42551,Turbofan,Emirates,14,4244,6.255483109660567,1.0,Motor
Airbus A350,22,13818,Turboprop,Delta,16,1315,-26.87924955884847,1.0,Elétrico
Boeing 787,13,17700,Turbofan,GOL,1,4303,-18.666148730529585,1.0,Sistema de Pouso
Airbus A330,21,582,Turbojato,Azul,2,4699,22.771137635818988,0.0,Nenhuma
Embraer E190,16,2420,Turbojato,United,7,4796,28.516984058568838,1.0,Pressurização
Boeing 777,28,41085,Turbojato,British,10,3017,-16.26245136651587,0.0,Nenhuma
Boeing 737,2,12183,Turbojato,Delta,22,2324,-8.721268439123136,1.0,Sistemas de Navegação
Boeing 737,11,11836,Turbofan,Emirates,20,2520,-33.401289753767415,1.0,Comunicações
Embraer E190,10,16096,Turbofan,GOL,1,2340,20.644265611152484,0.0,Nenhuma
Embraer E190,15,2593,Turboprop,GOL,13,2627,-39.69590870899734,0.0,Nenhuma
Boeing 787,17,13405,Turbofan,American,1,3710,-36.04397069637921,0.0,Nenhuma
Airbus A350,8,24851,Turbofan,GOL,5,1118,-39.63075423835236,0.0,Nenhuma
Boeing 737,18,31481,Turbofan,Azul,16,2786,14.852164583697423,1.0,Sistema de Pouso
Boeing 777,23,8867,Turboprop,Emirates,15,4879,-4.5220941454535435,1.0,Sistema Hidráulico
Airbus A330,9,5785,Turbojato,British,17,2000,-14.708525285816929,0.0,Nenhuma
Boeing 777,25,44164,Turbofan,Azul,23,141,37.57958588035439,1.0,Sistema Hidráulico
Airbus A320,8,38205,Turboprop,Delta,16,3143,-23.611762452488435,0.0,Nenhuma
Airbus A320,27,17253,Turboprop,British,13,2269,-6.903719117580955,1.0,Estrutural
Embraer E190,14,18985,Turboprop,Delta,11,1437,39.9265030788589,0.0,Nenhuma
Boeing 787,28,13477,Turbojato,GOL,17,4324,-3.6959421588513948,0.0,Nenhuma
Airbus A320,26,20374,Turbofan,United,17,2335,7.148963279999911,0.0,Nenhuma
Boeing 737,25,8174,Turboprop,LATAM,2,3256,-33.171366341593554,1.0,Sistema Hidráulico
Boeing 777,18,29538,Turbojato,British,13,2974,27.1641428859443,1.0,Outros
Boeing 777,22,29815,Turboprop,Emirates,14,329,-4.0655039474997565,0.0,Nenhuma
Embraer E190,20,4176,Turboprop,American,11,1668,28.043785590871096,0.0,Nenhuma
Airbus A350,20,2926,Turboprop,LATAM,10,2837,-18.42720038274067,0.0,Nenhuma
Airbus A350,21,24973,Turboprop,GOL,3,420,-4.089306202280149,0.0,Nenhuma
Airbus A330,12,3462,Turboprop,GOL,17,3233,26.856659591025874,1.0,Sistema de Pouso
Embraer E190,19,30443,Turbojato,Emirates,15,3884,42.77961019870938,1.0,Pressurização
Bombardier CRJ,14,1359,Turbofan,LATAM,9,1753,-34.93183042708215,0.0,Nenhuma
Airbus A330,17,45316,Turbofan,American,10,2318,29.058775080606864,0.0,Nenhuma
Bombardier CRJ,24,4638,Turbofan,British,8,353,-14.44142925169563,1.0,Estrutural
Airbus A350,21,35692,Turbofan,British,21,3824,6.813178875741137,0.0,Nenhuma
Embraer E190,3,26140,Turbojato,LATAM,13,1398,-15.342157479186426,0.0,Nenhuma
Bombardier CRJ,26,10909,Turbojato,Delta,18,2472,12.142865168279165,1.0,Elétrico
Embraer E190,23,4517,Turbojato,Azul,5,3678,-9.926759395262078,0.0,Nenhuma
Embraer E190,7,10951,Turboprop,United,6,2478,-11.642734266897072,0.0,Nenhuma
Airbus A350,17,28827,Turboprop,Delta,17,3083,-36.77524340044548,1.0,Outros
Airbus A330,12,10778,Turboprop,British,11,718,-27.50836549817602,1.0,Sistema de Pouso
Airbus A330,9,25444,Turbofan,Azul,20,549,37.9516469035657,1.0,Comunicações
Embraer E190,15,44264,Turboprop,United,16,1464,44.85358145422593,0.0,Nenhuma
Airbus A320,18,1634,Turbofan,United,9,579,26.344248948916544,0.0,Nenhuma
Boeing 787,21,30631,Turboprop,United,2,3671,-15.620926894253621,1.0,Sistema Hidráulico
Airbus A350,13,38387,Turbofan,GOL,5,3506,-5.792163232294634,0.0,Nenhuma
Boeing 787,21,38962,Turboprop,Emirates,1,804,22.857793667017027,1.0,Sistema Hidráulico
Boeing 787,8,23020,Turboprop,United,4,2397,42.32365233507184,0.0,Nenhuma
Airbus A330,14,22369,Turbojato,American,4,4960,-1.2849504880037514,0.0,Nenhuma
Airbus A330,8,37432,Turboprop,LATAM,22,776,30.50940529951184,0.0,Nenhuma
Airbus A320,14,5539,Turboprop,British,3,4876,42.88085842089093,1.0,Pressurização
Boeing 787,7,21781,Turbojato,American,9,4973,34.24521953976037,0.0,Nenhuma
Boeing 787,23,47899,Turbofan,LATAM,22,2699,-20.69227152443721,1.0,Sistema Hidráulico
Embraer E190,12,10942,Turbojato,Delta,23,2096,-39.31729157057205,0.0,Nenhuma
Airbus A330,11,8752,Turbojato,Emirates,12,2865,1.8269449580152823,0.0,Nenhuma
Boeing 787,22,28086,Turbofan,Delta,10,924,5.1656706940976775,0.0,Nenhuma
Boeing 777,22,18068,Turboprop,LATAM,2,3329,-22.89371901315058,1.0,Sistema Hidráulico
Airbus A320,11,21310,Turbofan,American,11,3034,-15.802676684520499,0.0,Nenhuma
Bombardier CRJ,25,2051,Turboprop,LATAM,10,2228,25.038018672126483,0.0,Nenhuma
Boeing 777,22,13125,Turboprop,United,22,3857,-0.020483009383632123,0.0,Nenhuma
Boeing 777,28,34897,Turbofan,GOL,6,657,-13.024902893978187,0.0,Nenhuma
Bombardier CRJ,29,26749,Turbojato,British,18,684,12.923212325763153,0.0,Nenhuma
Airbus A350,13,1861,Turbofan,Delta,2,4629,15.484579257970651,0.0,Nenhuma
Airbus A350,18,26649,Turboprop,British,2,2777,25.398641031468188,0.0,Nenhuma
Airbus A320,2,4870,Turbofan,GOL,10,1124,-26.679709860151874,0.0,Nenhuma
Boeing 777,29,5783,Turbofan,United,16,1964,23.028966447794176,0.0,Nenhuma
Boeing 787,21,8110,Turboprop,United,12,638,10.951413329385574,1.0,Sistema Hidráulico
Airbus A330,15,43826,Turbojato,Delta,1,3281,-35.10639144926225,1.0,Sistema de Combustível
Airbus A320,20,15424,Turbofan,Delta,21,2354,26.082878401539944,0.0,Nenhuma
Embraer E190,27,48107,Turboprop,United,8,3888,-7.43817608667927,0.0,Nenhuma
Bombardier CRJ,18,45217,Turboprop,Azul,16,2023,-11.917620581980806,1.0,APU
Boeing 777,15,11126,Turbofan,British,18,2105,-1.9136121155610795,0.0,Nenhuma
Airbus A320,19,35261,Turbojato,Emirates,13,3530,-10.575118428979028,1.0,Outros
Boeing 737,23,1369,Turbofan,GOL,15,2129,-11.24572466215773,1.0,Sistema Hidráulico
Boeing 737,24,32052,Turbojato,British,21,3102,28.686601754553166,1.0,Elétrico
Airbus A350,12,1514,Turbojato,GOL,12,4532,-29.417053378916158,0.0,Nenhuma
Bombardier CRJ,13,10603,Turbojato,Azul,8,1301,42.50100576788398,0.0,Nenhuma
Airbus A330,22,17486,Turbojato,Emirates,10,3845,7.169189771819177,0.0,Nenhuma
Boeing 787,11,45281,Turbofan,American,14,3872,-24.4514601341884,1.0,Sistema de Combustível
Airbus A330,5,30971,Turboprop,GOL,5,4352,-28.84668395080665,0.0,Nenhuma
Airbus A330,29,33958,Turboprop,British,18,3439,10.278310231473519,1.0,Estrutural
Airbus A330,1,25569,Turboprop,LATAM,19,1830,13.80495272698888,0.0,Nenhuma
Bombardier CRJ,24,17373,Turboprop,Emirates,15,2654,-35.492809462466084,0.0,Nenhuma
Airbus A330,3,23748,Turboprop,United,6,3738,-19.344837299053207,0.0,Nenhuma
Embraer E190,22,24124,Turboprop,United,11,4938,27.614263303824714,0.0,Nenhuma
Bombardier CRJ,19,44016,Turbofan,Azul,21,1774,-35.78190664180033,0.0,Nenhuma
Embraer E190,23,29561,Turbojato,GOL,11,2834,32.682536432013066,0.0,Nenhuma
Bombardier CRJ,29,24670,Turboprop,American,20,3769,15.943810504738352,0.0,Nenhuma
Airbus A350,7,8524,Turbofan,GOL,20,1727,-3.0740229541275923,0.0,Nenhuma
Airbus A320,12,17178,Turboprop,United,21,498,-10.55320783747215,0.0,Nenhuma
Boeing 737,15,38756,Turboprop,Delta,18,4737,-38.36383807284401,0.0,Nenhuma
Airbus A330,25,20911,Turbojato,LATAM,18,131,30.143270388906657,1.0,Sistema Hidráulico
Airbus A350,5,44303,Turbojato,Emirates,10,1456,-27.868642412674262,0.0,Nenhuma
Airbus A320,15,19796,Turbojato,Azul,2,1530,-13.688930691722511,0.0,Nenhuma
Boeing 737,8,26793,Turboprop,Delta,9,1129,8.374093330838328,0.0,Nenhuma
Boeing 777,10,27672,Turboprop,British,14,3648,-19.09062899394339,0.0,Nenhuma
Boeing 787,26,21628,Turboprop,American,19,4564,2.2569394189371152,1.0,Estrutural
Embraer E190,16,18757,Turbojato,Delta,10,4233,28.794140442789697,0.0,Nenhuma
Boeing 777,8,13355,Turbofan,British,23,3730,-0.004275542826640333,1.0,Sistemas de Navegação
Bombardier CRJ,1,20142,Turboprop,Delta,4,2753,40.663074250165664,0.0,Nenhuma
Boeing 737,12,36085,Turboprop,American,6,4360,32.03755273198904,0.0,Nenhuma
Boeing 777,5,20525,Turboprop,Emirates,14,3806,-11.691664994111495,0.0,Nenhuma
Boeing 787,3,4958,Turbofan,Delta,4,1808,-6.00321941036529,0.0,Nenhuma
Airbus A350,1,5807,Turboprop,Azul,15,2649,-4.017228203085189,0.0,Nenhuma
Boeing 737,4,42201,Turbofan,United,16,2600,13.225253498583747,0.0,Nenhuma
Boeing 777,8,18925,Turboprop,GOL,7,3903,-15.622363018974116,0.0,Nenhuma
Embraer E190,3,43927,Turbofan,Delta,17,2796,42.38617679991323,0.0,Nenhuma
Embraer E190,10,28773,Turboprop,Azul,19,2342,11.738158751297576,0.0,Nenhuma
Airbus A320,2,39006,Turbojato,GOL,19,1551,-6.050859007003652,0.0,Nenhuma
Boeing 777,11,6168,Turbojato,Emirates,17,4454,14.825834316783222,1.0,Pressurização
Airbus A330,25,26434,Turbojato,British,6,280,-6.390574104974846,0.0,Nenhuma
Boeing 777,10,47695,Turbojato,GOL,11,4300,29.512632883250603,0.0,Nenhuma
Airbus A350,21,8197,Turboprop,British,16,1248,8.26648164689631,1.0,Elétrico
Boeing 737,14,24917,Turbojato,Delta,8,164,-36.4325072104843,0.0,Nenhuma
Boeing 737,7,16946,Turbofan,Azul,11,1463,-24.975666269005835,0.0,Nenhuma
Airbus A350,27,41097,Turbojato,United,7,4456,33.524487707510445,1.0,Estrutural
Boeing 777,27,11251,Turbojato,Delta,22,1042,7.846485240327141,1.0,Elétrico
Airbus A350,2,46718,Turbojato,British,19,2397,40.77919550368193,0.0,Nenhuma
Boeing 787,9,7852,Turboprop,American,10,1091,-33.844103406841796,0.0,Nenhuma
Bombardier CRJ,16,14016,Turbojato,GOL,9,61,-14.902846442692216,1.0,Pressurização
Airbus A350,13,23799,Turbofan,Delta,4,3726,-23.54881327463633,0.0,Nenhuma
Embraer E190,9,32457,Turbojato,British,23,4875,7.076424839442581,1.0,Comunicações
Airbus A350,20,29427,Turbojato,Emirates,15,3115,-7.4626093582077075,0.0,Nenhuma
Boeing 737,4,41594,Turbojato,GOL,13,2086,-26.631749603506577,1.0,Sistema de Combustível
Embraer E190,22,36912,Turbofan,Emirates,2,3096,14.633912686561487,1.0,Estrutural
Boeing 737,10,29993,Turbojato,British,2,2400,5.585361092760849,0.0,Nenhuma
Airbus A320,26,27211,Turbofan,Azul,16,590,-16.64741863981442,1.0,Estrutural
Airbus A330,26,8503,Turbofan,LATAM,9,2910,0.7805654115021099,0.0,Nenhuma
Boeing 737,22,32207,Turbojato,Emirates,13,126,23.387756778501107,0.0,Nenhuma
Embraer E190,12,3778,Turbofan,Delta,3,3117,-22.551907663194026,0.0,Nenhuma
Airbus A320,17,7796,Turboprop,United,9,73,-15.10301153035303,0.0,Nenhuma
Boeing 737,14,25898,Turbojato,Delta,13,725,-10.580566097000212,1.0,Outros
Boeing 787,14,36342,Turbojato,GOL,21,2444,23.471747162087688,0.0,Nenhuma
Airbus A350,25,13761,Turbofan,Azul,22,4317,31.98842096182709,0.0,Nenhuma
Airbus A330,2,11673,Turbofan,British,2,3448,-8.006977802463076,0.0,Nenhuma
Boeing 737,21,30949,Turbojato,American,8,2809,-14.78722674411695,0.0,Nenhuma
Airbus A320,25,41580,Turboprop,United,9,538,35.602974459892565,1.0,Sistema Hidráulico
Boeing 787,20,2137,Turbofan,Azul,16,1535,44.946019236377694,0.0,Nenhuma
Boeing 777,11,32281,Turbofan,Emirates,2,3709,16.98005937125292,1.0,Outros
Airbus A320,16,14152,Turboprop,Emirates,6,3285,44.148352274080366,0.0,Nenhuma
Airbus A350,19,5603,Turboprop,Delta,22,2469,16.09713361316235,1.0,Sistemas de Navegação
Airbus A320,23,26000,Turbojato,American,8,3545,22.344123120665117,0.0,Nenhuma
Boeing 787,6,35300,Turboprop,Azul,5,806,-6.964239868801343,0.0,Nenhuma
Airbus A320,24,36029,Turbojato,LATAM,9,2574,-3.1977585050804507,0.0,Nenhuma
Boeing 787,19,48463,Turboprop,United,1,4300,-27.748468560901415,0.0,Nenhuma
Boeing 737,5,18952,Turbofan,GOL,9,306,29.933751255035475,0.0,Nenhuma
Bombardier CRJ,26,49893,Turbojato,Azul,10,1829,39.140017625412014,1.0,Elétrico
Boeing 787,4,31674,Turbojato,Azul,23,4819,12.992241363999526,1.0,Comunicações
Boeing 787,15,35936,Turbojato,LATAM,4,2165,-10.78997878214113,0.0,Nenhuma
Airbus A330,29,47906,Turboprop,Delta,3,3398,-26.908612343178866,1.0,Sistema Hidráulico
Boeing 787,4,16454,Turbofan,British,10,4818,-17.46172047504823,0.0,Nenhuma
Boeing 787,20,17686,Turbojato,British,15,1522,-18.29011422759332,0.0,Nenhuma
Boeing 777,10,12856,Turbojato,United,11,308,12.149870153903713,0.0,Nenhuma
Bombardier CRJ,24,33463,Turbojato,United,14,4125,40.328184555906375,1.0,Estrutural
Boeing 737,22,2687,Turbojato,GOL,6,356,-35.89688960857158,1.0,Sistema Hidráulico
Airbus A350,3,12207,Turbofan,Azul,12,1168,-39.91310453447192,0.0,Nenhuma
Airbus A330,26,35598,Turboprop,American,13,3067,11.015465266717676,1.0,Estrutural
Boeing 777,5,27435,Turbofan,Azul,17,4391,-15.854860723224203,0.0,Nenhuma
Embraer E190,6,21725,Turbojato,British,16,2830,34.84660909881134,0.0,Nenhuma
Bombardier CRJ,21,4106,Turbofan,GOL,3,1708,-12.183723828005554,0.0,Nenhuma
Boeing 737,22,33328,Turbojato,Azul,2,236,-15.372303955044408,0.0,Nenhuma
Boeing 737,8,26989,Turboprop,LATAM,11,1847,-17.09159719644473,0.0,Nenhuma
Embraer E190,7,14887,Turboprop,British,9,974,-27.68750968219925,0.0,Nenhuma
Airbus A350,21,4427,Turboprop,Azul,3,834,9.430090313554402,1.0,Estrutural
Boeing 787,10,6796,Turbojato,Azul,18,3494,-25.701843801592148,1.0,Outros
Boeing 777,6,30944,Turbofan,British,20,3246,-3.9063514178252774,1.0,Instrumentos
Airbus A320,14,46890,Turboprop,American,15,1410,-0.8173755582698448,0.0,Nenhuma
Airbus A330,4,47393,Turbojato,British,14,390,-38.25817601537217,1.0,Sistema de Combustível
Airbus A320,28,3091,Turbojato,LATAM,2,612,-38.57138121520289,0.0,Nenhuma
Embraer E190,25,45395,Turbofan,LATAM,17,4796,4.2180785443304885,1.0,Sistema Hidráulico
Boeing 737,13,49016,Turboprop,Azul,22,3049,19.16295223947624,1.0,Motor
Airbus A350,20,26647,Turbojato,United,8,1243,40.08211099383439,1.0,Pressurização
Boeing 737,17,39389,Turbofan,American,10,3160,-24.774860846658818,1.0,Outros
Airbus A330,23,1700,Turboprop,Azul,18,118,-31.22300119793298,1.0,Sistema Hidráulico
Boeing 737,7,16221,Turbofan,British,19,2478,-35.57252791119217,0.0,Nenhuma
Boeing 737,4,19738,Turbofan,Azul,8,3648,-2.9364654523992257,0.0,Nenhuma
Airbus A330,29,11587,Turbojato,GOL,8,2422,12.967526223556334,0.0,Nenhuma
Boeing 777,14,31316,Turbojato,GOL,3,4606,31.447035323857463,0.0,Nenhuma
Boeing 777,3,23908,Turbojato,United,3,893,18.024814994916163,0.0,Nenhuma
Airbus A330,24,40240,Turbofan,American,12,623,-22.289332928637126,1.0,Estrutural
Airbus A350,5,636,Turbojato,Delta,22,4264,-0.7495188563162856,1.0,Instrumentos
Embraer E190,16,17913,Turbofan,Emirates,17,2646,37.3794394362357,0.0,Nenhuma
Bombardier CRJ,26,48614,Turbofan,GOL,4,4791,-12.227009689423447,1.0,Elétrico
Boeing 737,23,19478,Turbojato,Delta,17,1528,2.3920810328141755,1.0,Elétrico
Airbus A350,20,1161,Turboprop,LATAM,14,2123,41.47805344471422,0.0,Nenhuma
Boeing 737,4,35740,Turboprop,GOL,19,1563,22.4501804737643,1.0,Comunicações
Bombardier CRJ,24,27753,Turboprop,GOL,9,1018,23.55793277954382,0.0,Nenhuma
Embraer E190,24,27384,Turbofan,American,21,2246,-18.551609624875653,1.0,Elétrico
Boeing 777,2,33354,Turbofan,United,12,1561,-4.750659944064104,0.0,Nenhuma
Airbus A350,18,11204,Turbofan,Delta,5,704,-33.000916136778656,1.0,Sistema de Pouso
Boeing 787,19,39487,Turbojato,British,11,3042,11.554698699295365,0.0,Nenhuma
Boeing 787,28,25027,Turbofan,GOL,20,4700,-31.182936013887996,1.0,Sistema Hidráulico
Bombardier CRJ,28,16822,Turbojato,GOL,3,4570,31.052314487506152,1.0,Sistema Hidráulico
Boeing 787,19,48017,Turbojato,American,21,342,29.23707189669973,1.0,Motor
Boeing 777,17,7468,Turboprop,American,15,2651,5.356433595396311,0.0,Nenhuma
Bombardier CRJ,14,28018,Turboprop,United,14,4576,-28.000887178252476,0.0,Nenhuma
Boeing 777,19,46864,Turboprop,Delta,11,4462,-37.82578642841071,1.0,APU
Embraer E190,22,28386,Turbojato,LATAM,20,4543,27.720236741118654,0.0,Nenhuma
Boeing 737,24,2200,Turbojato,British,8,1638,11.01194107314128,0.0,Nenhuma
Embraer E190,13,28746,Turbojato,United,4,645,20.429019123570086,0.0,Nenhuma
Embraer E190,12,35968,Turbofan,Emirates,12,2643,-14.176394312408753,0.0,Nenhuma
Boeing 777,26,23699,Turbojato,LATAM,8,2173,3.30603271673273,0.0,Nenhuma
Bombardier CRJ,6,45089,Turboprop,Azul,6,1993,23.509804495870284,0.0,Nenhuma
Bombardier CRJ,21,32615,Turboprop,GOL,15,965,-0.6821187933270352,1.0,Sistema Hidráulico
Boeing 787,4,6020,Turbojato,Delta,12,3919,11.117658935342128,0.0,Nenhuma
Airbus A320,19,44778,Turbojato,United,16,2844,27.12690225367679,0.0,Nenhuma
Boeing 737,16,36955,Turboprop,GOL,16,3128,-21.7062451523578,1.0,Sistema de Pouso
Boeing 777,13,21429,Turbojato,Delta,21,1025,-34.396044404614,0.0,Nenhuma
Boeing 787,4,42105,Turboprop,Delta,20,1125,5.204998418918436,0.0,Nenhuma
Airbus A350,23,15455,Turbofan,Delta,20,3039,-34.719309488791865,0.0,Nenhuma
Airbus A320,17,44549,Turboprop,GOL,4,3517,25.15737002117403,0.0,Nenhuma
Airbus A320,23,14417,Turbofan,United,11,1501,21.13297304887203,0.0,Nenhuma
Boeing 777,1,5257,Turbojato,British,13,3873,34.94557707455024,0.0,Nenhuma
Airbus A330,18,13545,Turbojato,American,9,3982,14.362778332886649,0.0,Nenhuma
Boeing 737,20,42180,Turbofan,GOL,4,2078,-34.28820648604823,1.0,Motor
Airbus A320,17,5233,Turbojato,Emirates,12,412,-18.48206933338252,0.0,Nenhuma
Boeing 777,27,31454,Turbofan,Delta,9,2479,28.67420678783114,1.0,Elétrico
Boeing 777,28,31635,Turbojato,United,13,3682,-25.79374452834504,0.0,Nenhuma
Boeing 787,27,7581,Turboprop,British,16,2368,19.370839764265426,1.0,Elétrico
Airbus A350,15,41958,Turbojato,Azul,6,3135,26.322043128240622,0.0,Nenhuma
Airbus A330,11,24001,Turboprop,Emirates,10,2395,-11.940497182304505,0.0,Nenhuma
Boeing 737,25,21613,Turboprop,LATAM,13,3648,-12.604714760752778,0.0,Nenhuma
Bombardier CRJ,28,34941,Turbofan,Emirates,7,4379,7.413227902777486,1.0,Estrutural
Embraer E190,22,47586,Turbojato,Delta,19,1781,33.209338284154924,1.0,Sistema Hidráulico
Airbus A350,13,25190,Turbofan,Azul,19,76,-20.967972837354154,0.0,Nenhuma
Airbus A350,1,44439,Turbojato,American,17,142,40.006946663604225,0.0,Nenhuma
Boeing 787,17,29845,Turboprop,British,13,2714,10.925088209709202,1.0,Sistema de Pouso
Bombardier CRJ,6,46813,Turboprop,British,13,358,44.33075006494347,1.0,Sistema de Combustível
Airbus A320,4,45071,Turbojato,Delta,21,101,-32.38283346039758,1.0,Sistema de Combustível
Airbus A320,20,27329,Turbojato,Emirates,2,368,-29.24221839692548,0.0,Nenhuma
Boeing 787,16,35562,Turbofan,Emirates,10,2042,30.264553315646026,0.0,Nenhuma
Boeing 777,15,4130,Turbojato,British,22,4326,33.50425112632719,1.0,Comunicações
Airbus A320,27,48361,Turbojato,Azul,13,3941,-2.136011488470615,1.0,Sistema Hidráulico
Airbus A330,15,32370,Turbojato,Delta,9,4792,20.69604997209847,0.0,Nenhuma
Boeing 737,6,49798,Turbofan,GOL,1,4006,33.742369432870774,0.0,Nenhuma
Airbus A350,15,47721,Turbojato,United,14,2742,-36.334138001399566,1.0,APU
Airbus A350,14,45442,Turboprop,Azul,16,3068,8.785785954426984,0.0,Nenhuma
Airbus A330,28,3953,Turbofan,United,20,2074,32.54585665475162,1.0,Sistema Hidráulico
Bombardier CRJ,11,37775,Turbofan,GOL,15,4481,-6.156829710294126,0.0,Nenhuma
Airbus A320,7,43870,Turboprop,GOL,1,1575,-14.297393480443716,0.0,Nenhuma
Airbus A350,9,38896,Turboprop,United,17,1328,27.63506823306119,0.0,Nenhuma
Embraer E190,26,8828,Turboprop,Azul,13,563,-11.458140402258923,1.0,Elétrico
Bombardier CRJ,16,16034,Turbojato,United,15,4387,-39.73018465431723,1.0,Sistema de Pouso
Boeing 737,5,20244,Turboprop,United,16,1783,41.56366994847059,1.0,Pressurização
Boeing 737,25,19889,Turbojato,LATAM,16,3420,10.330475089836568,0.0,Nenhuma
Airbus A350,20,36820,Turbofan,Azul,2,3971,29.659023090356044,0.0,Nenhuma
Boeing 787,29,49670,Turbofan,Emirates,17,2550,30.150632799130733,1.0,Elétrico
Bombardier CRJ,10,35510,Turboprop,Emirates,11,3514,-34.35511426831771,0.0,Nenhuma
Airbus A350,18,15165,Turbojato,LATAM,8,2309,-25.47688305215049,0.0,Nenhuma
Boeing 787,3,38365,Turboprop,Delta,20,4813,-13.554742135429972,0.0,Nenhuma
Airbus A350,13,9140,Turboprop,British,3,4739,-12.740560771487559,0.0,Nenhuma
Embraer E190,11,35216,Turbojato,Emirates,12,2709,15.996820002877598,0.0,Nenhuma
Bombardier CRJ,17,26021,Turboprop,United,20,305,12.966298263978203,0.0,Nenhuma
Boeing 777,22,30549,Turbofan,Delta,16,1552,2.040131130834169,1.0,Sistema Hidráulico
Boeing 737,13,6118,Turboprop,Emirates,14,4706,-22.042582753754726,0.0,Nenhuma
Airbus A350,6,37504,Turbojato,Azul,16,2160,-7.531405076324212,1.0,Pressurização
Embraer E190,17,2420,Turbojato,United,21,456,6.205487319539408,0.0,Nenhuma
Boeing 787,27,44437,Turbofan,British,17,2899,-0.22124388116493776,1.0,Sistema Hidráulico
Boeing 787,13,4688,Turbojato,Delta,11,3226,-29.180134686918336,0.0,Nenhuma
Boeing 737,19,12707,Turbojato,Emirates,17,1910,15.208391947663522,0.0,Nenhuma
Airbus A330,21,738,Turbofan,Emirates,19,4404,-33.79059897109386,1.0,Elétrico
Airbus A350,19,33472,Turboprop,American,22,772,-7.853451938108179,0.0,Nenhuma
Bombardier CRJ,10,11299,Turbofan,Emirates,1,1332,20.352494552394468,0.0,Nenhuma
Airbus A320,3,6052,Turboprop,GOL,12,663,-38.297999565824945,0.0,Nenhuma
Boeing 787,14,29416,Turbofan,United,15,3381,8.448539618851868,0.0,Nenhuma
Bombardier CRJ,26,5427,Turboprop,British,18,3166,-11.56571719781973,0.0,Nenhuma
Bombardier CRJ,19,28464,Turbofan,GOL,23,2028,-39.24929330906757,1.0,Comunicações
Boeing 777,5,11664,Turboprop,LATAM,14,862,-23.81742195981739,0.0,Nenhuma
Bombardier CRJ,29,37658,Turbofan,Delta,1,1836,39.98042642800563,0.0,Nenhuma
Bombardier CRJ,5,19571,Turboprop,Emirates,13,380,4.2976569679326815,0.0,Nenhuma
Boeing 777,20,48909,Turbofan,LATAM,15,2262,44.7643123934762,0.0,Nenhuma
Boeing 787,17,6660,Turbojato,British,7,1266,4.609423781003002,0.0,Nenhuma
Bombardier CRJ,21,16310,Turboprop,United,15,4532,6.234595044672801,1.0,Elétrico
Airbus A330,10,5626,Turbofan,GOL,20,3387,-6.693343900707546,0.0,Nenhuma
Airbus A330,5,30509,Turboprop,GOL,10,2425,-13.646564407829786,0.0,Nenhuma
Embraer E190,4,34084,Turboprop,Delta,14,1290,-18.618627983699692,1.0,Pressurização
Boeing 777,6,46682,Turbofan,United,6,369,-10.80924762889272,0.0,Nenhuma
Embraer E190,26,25896,Turboprop,Emirates,14,4544,-0.9126581234632667,1.0,Sistema Hidráulico
Boeing 777,4,692,Turbofan,American,22,1964,-23.680684230382845,1.0,Sistemas de Navegação
Airbus A350,7,36913,Turbojato,American,12,4250,-20.885617196515852,0.0,Nenhuma
Airbus A350,7,13316,Turboprop,Delta,11,4841,-16.918694663182674,0.0,Nenhuma
Bombardier CRJ,18,39582,Turbojato,United,20,379,-1.8129091858786737,0.0,Nenhuma
Airbus A320,3,32630,Turboprop,Delta,22,709,15.48913617921066,1.0,Sistemas de Navegação
Airbus A350,1,40642,Turboprop,United,19,3738,32.772422774334416,1.0,Motor
